Compound_CID,Name,Molecular_Weight,Polar_Area,Complexity,XLogP,Heavy_Atom_Count,H-Bond_Donor_Count,H-Bond_Acceptor_Count,Rotatable_Bond_Count
62738,Diiodomethyl p-tolyl sulfone,422.02,42.5,248.0,3.8,13,0,2,2
2724247,Sodium Cacodylate,159.98,40.1,65.9,,6,0,2,0
17559,C.I. Acid Blue 9,783.0,205.0,1510.0,,53,2,10,9
7413,Cyclohexanecarboxylic acid,128.169,37.3,103.0,1.9,9,1,2,1
516872,Potassium thiocyanate,97.18,24.8,34.5,,4,0,2,0
7560,Fenuron,164.2,32.299,151.0,1.0,12,1,1,1
36392,Fluchloralin,355.7,94.9,403.0,5.0,23,0,8,5
7157,Allidochlor,173.64,20.3,146.0,1.6,11,0,1,5
101525,Primisulfuron-methyl,468.3,154.0,707.0,3.6,31,2,13,9
24597,Potassium Chromate,194.19,80.3,62.2,,7,0,4,0
8264,Dimefox,154.12,23.6,125.0,-0.1,9,0,4,2
33256,Fosamine ammonium,170.1,93.5,148.0,,10,2,4,3
44152482,Isomate-M,410.7,46.5,293.0,,29,1,3,20
16004,Nitrapyrin,230.9,12.9,133.0,3.4,11,0,1,0
50980,Flucythrinate,451.5,68.6,650.0,6.2,33,0,7,10
61828,"1-Bromo-3-chloro-5,5-dimethylhydantoin",241.47,40.6,231.0,1.3,11,0,2,0
104556,"Hexahydro-1,3,5-tris(2-hydroxyethyl)-s-triazine",219.28,70.4,130.0,-1.6,15,3,6,6
5367692,"11-Tetradecenyl acetate, (11Z)-",254.41,26.3,209.0,5.9,18,0,2,13
135424354,Ethirimol,209.29,53.5,305.0,1.7,15,2,2,5
8089,Squalane,422.8,0.0,308.0,14.7,30,0,0,21
62210,Flumetralin,421.73,94.9,548.0,5.2,28,0,9,4
10813,Crimidine,171.63,29.0,129.0,2.0,11,0,3,1
23266,Sodium Silicate,122.063,63.2,18.8,,6,0,3,0
6429,Cfc 114,170.92,0.0,78.0,2.8,8,0,4,1
21058,"2,4,5-T-isobutyl",311.6,35.5,273.0,5.0,18,0,3,6
11362,Adamsite,277.58,12.0,214.0,,15,1,1,0
23705,Benzododecinium Bromide,384.4,0.0,240.0,,23,0,1,13
16002,"Butoxyethanol ester of 2,4-dichlorophenoxyacetic acid",321.2,44.8,276.0,4.2,20,0,4,10
31386,Diphenyl sulfone,218.27,42.5,253.0,2.4,15,0,2,2
24730,Triisopropanolamine,191.27,63.9,108.0,-0.5,13,3,4,6
62010,"4,4-Dimethyl oxazolidine",101.15,21.3,70.5,0.1,7,1,2,0
24561,Silver Chloride,143.32,0.0,2.0,,2,0,0,0
7866,Isethionic Acid,126.13,83.0,117.0,-1.6,7,2,4,2
14993,Trifenmorph,329.4,12.5,339.0,4.6,25,0,2,4
10298,Solvent Yellow 34,267.37,30.3,278.0,4.0,20,1,3,4
18609,Aspon,378.4,110.0,299.0,6.0,21,0,7,14
5281547,Cinerin I,316.4,43.4,600.0,5.0,23,0,3,6
4445035,Phenolate Sodium,116.09,23.1,50.5,,8,0,1,0
11674,"1,1-Dichloro-1-nitroethane",143.95,45.8,86.2,1.6,7,0,2,0
62155,Thiodicarb,354.5,160.0,393.0,1.7,21,0,9,8
10006,Hydantoin,100.08,58.2,120.0,-1.7,7,2,2,0
29216,Methabenzthiazuron,221.28,73.5,249.0,1.9,15,1,3,1
6383,Bromotrichloromethane,198.27,0.0,28.4,2.9,5,0,0,0
6861,1-Naphthaleneacetamide,185.22,43.1,214.0,2.1,14,1,1,2
41632,Mepronil,269.34,38.3,316.0,3.7,20,1,2,4
34469,Prodiamine,350.29,121.0,446.0,4.2,24,1,9,5
5373773,Cinoxate,250.29,44.8,255.0,2.4,18,0,4,8
8385,"2,4-Dinitroanisole",198.13,101.0,233.0,2.0,14,0,5,1
23665710,Potassium Iodate,214.001,57.2,49.8,,5,0,3,0
7329,Fenticlor,287.2,65.8,231.0,4.5,17,2,3,2
24412,Potassium Persulfate,270.33,150.0,206.0,,12,0,8,1
62428,"alpha-Naphthaleneacetic acid, ethyl ester",214.26,26.3,237.0,3.4,16,0,2,4
25408,Sodium Dichromate,261.97,124.0,194.0,,11,0,7,0
24403,Tetrasodium Pyrophosphate,265.9,136.0,124.0,,13,0,7,0
9011,Merphos,298.5,75.9,110.0,5.0,16,0,3,12
24463,Copper sulfate pentahydrate,249.69,93.6,62.2,,11,5,9,0
14942,Orthosilicic acid,96.11,80.9,19.1,,5,4,4,0
6144,Edetate Sodium,380.17,167.0,293.0,,24,0,10,7
41679,Kathon,264.8,91.2,277.0,,15,0,4,0
7173,"2,4-D Isopropyl Ester",263.11,35.5,233.0,3.9,16,0,3,5
6543,Menazon,281.3,167.0,253.0,0.5,16,2,9,5
24572,Lead arsenate (PbHAsO4),347.0,83.4,46.5,,6,1,4,0
16787,m-(1-Methylbutyl)phenyl methylcarbamate,221.29,38.3,218.0,3.7,16,1,2,5
73415808,Antimony Potassium Tartrate,667.87,256.0,123.0,,27,3,15,2
23665761,Troclosene potassium,236.05,76.0,257.0,,12,0,3,0
7913,Biuret,103.08,98.2,87.1,-0.7,7,3,2,0
15359,Atraton,211.26,72.0,178.0,2.7,15,2,6,5
32518,Tridemorph,297.5,12.5,222.0,6.9,21,0,2,12
24507,Potassium Sulfate,174.26,88.6,62.2,,7,0,4,0
10907,"2,2,4-Trimethylpentane",114.23,0.0,54.9,3.8,8,0,0,2
36870,Prothiofos,345.2,75.9,294.0,4.9,18,0,4,7
27295,Fluorodifen,328.2,101.0,440.0,3.7,23,0,8,2
51369,Benalaxyl,325.4,46.6,421.0,3.4,24,0,3,6
31263,Propionic anhydride,130.139,43.4,103.0,0.8,9,0,3,4
6360,Isobutane,58.12,0.0,4.8,2.1,4,0,0,0
14868,"3,4',5-Tribromosalicylanilide",449.92,49.3,321.0,5.0,19,2,2,2
93542,Fluthiacet-methyl,403.9,113.0,568.0,3.9,25,0,7,5
312440,Karbutilate,279.33,70.7,350.0,1.7,20,2,3,4
3032472,Aziprotryne,225.28,90.4,239.0,3.7,15,1,7,4
47455,Triclopyr-butotyl,356.6,57.7,309.0,4.4,21,0,5,10
62662,Ferrous sulfate heptahydrate,278.02,95.6,62.2,,13,7,11,0
23690438,Proxan-sodium,158.2,42.3,74.4,,8,0,3,2
31099,Formetanate,221.26,53.9,254.0,1.2,16,1,3,4
18616,Cupric nitrate,187.56,126.0,18.8,,9,0,6,0
24455,Sodium Tripolyphosphate,367.86,185.0,241.0,,18,0,10,2
17563,"3,5-Xylyl Methylcarbamate",179.22,38.3,172.0,2.2,13,1,2,2
38235,Thiofanox,218.32,76.0,221.0,2.2,14,1,4,5
24863,Ferrous ammonium sulfate,284.1,179.0,62.2,,13,2,8,0
22833343,Cobalt naphthenate,397.4,80.3,148.0,,25,0,4,6
62576,Benzyl bromoacetate,229.07,26.3,141.0,2.8,12,0,2,4
41463,Pyridate,378.9,77.4,380.0,6.6,25,0,5,11
17522,Cyanophos,243.22,83.6,285.0,2.7,15,0,5,4
23665571,Potassium Oleate,320.6,40.1,239.0,,21,0,2,15
25059,"2,2-Dibromo-3-nitrilopropionamide",241.87,66.9,156.0,0.6,8,1,2,1
31280,Cetyldimethylethylammonium bromide,378.5,0.0,198.0,,22,0,1,16
6391,Dichlorodifluoromethane,120.91,0.0,30.6,2.3,5,0,2,0
516919,Sodium Bisulfate,120.06,85.8,93.2,,6,1,4,0
17168,Dicapthon,297.65,106.0,318.0,3.6,17,0,6,4
11304,"1,4-Dimethylnaphthalene",156.22,0.0,132.0,4.4,12,0,0,0
11029,Magnesium Carbonate,84.31,63.2,18.8,,5,0,3,0
8693,Dipropyl isocinchomeronate,251.28,65.5,280.0,2.7,18,0,5,8
30856,Mercuric oxide,216.59,17.1,2.0,,2,0,1,0
9571016,Chlorhexidine Hydrochloride,578.4,178.0,648.0,,36,8,2,13
134692469,Dipropylene Glycol,268.35,99.4,115.0,,18,4,6,8
6948,"2,3,5-Triiodobenzoic acid",499.81,37.3,185.0,3.4,12,1,2,1
25572,(+-)-Ancymidol,256.3,55.2,295.0,1.6,19,1,4,4
10564,Cadmium carbonate (CdCO3),172.42,63.2,18.8,,5,0,3,0
8196,Lethane,203.3,67.6,144.0,1.7,13,0,4,9
10372,Chlorthion,297.65,106.0,318.0,3.5,17,0,6,4
5281548,cinerin II,360.4,69.7,708.0,4.0,26,0,5,8
13689,Phosfolan,255.3,98.5,241.0,0.6,14,0,6,5
5372477,Hydroprene,266.4,26.3,300.0,6.2,19,0,2,10
24322,Trichloromelamine,229.45,74.8,99.4,1.3,12,3,6,3
7074,2-Chloro-4-Phenylphenol,204.65,20.2,177.0,4.3,14,1,1,1
62530,tert-Octylphenol,206.32,20.2,200.0,5.0,15,1,1,3
6436633,"9,12-Tetradecadien-1-ol, 1-acetate, (9E,12Z)-",252.39,26.3,241.0,5.3,18,0,2,12
23721629,Sodium Dehydroacetate,190.13,60.4,293.0,,13,0,5,1
13905,Simetryn,213.31,88.0,143.0,2.5,14,2,6,5
32241,"2,6-Diisopropylnaphthalene",212.33,0.0,192.0,5.8,16,0,0,2
26033,Pyrazophos,373.37,116.0,473.0,3.1,24,0,8,9
17242,Oxydisulfoton,290.4,112.0,225.0,1.7,15,0,6,9
28299,Barium hexafluorosilicate,279.4,0.0,62.7,,8,0,7,0
61898,Dodemorph acetate,341.5,49.8,265.0,,24,1,4,1
9552081,Chlorhexidine Gluconate,897.8,454.0,819.0,,60,18,16,23
92043635,Chlorbicyclen,397.8,0.0,356.0,4.7,17,0,0,2
9217,Phenoxathiin,200.26,34.5,186.0,4.5,14,0,2,0
3552,Halazone,270.09,83.1,329.0,1.6,15,1,5,2
11774,Triphenylbismuth,440.3,0.0,202.0,,19,0,0,3
11178,Zinc Stearate,632.3,80.3,196.0,,41,0,4,30
14511,3-Methyl-2-cyclohexen-1-one,110.15,17.1,133.0,0.8,8,0,1,0
5614,Tyrphostin 9,282.4,67.8,459.0,5.0,21,1,3,3
5283292,"5-Decen-1-ol, (5E)-",156.26,20.2,86.9,3.1,11,1,1,7
39463,Fluoridamid,296.27,83.7,430.0,1.6,19,2,7,3
61038,"2-Butyl-2-ethyl-1,3-propanediol",160.25,40.5,87.6,1.8,11,2,2,6
16554,Cycluron,198.31,32.299,172.0,2.4,14,1,1,1
5282198,S-Hydroprene,266.4,26.3,300.0,6.2,19,0,2,10
6733,Valone,230.26,51.2,332.0,2.6,17,0,3,3
23668192,Sodium Xylenesulfonate,208.21,65.6,245.0,,13,0,3,1
13214,p-nitrophenol sodium salt,161.09,68.9,123.0,,11,0,3,0
8773,Hydroxyethylethylenediaminetriacetic acid,278.26,139.0,305.0,-6.2,19,4,9,11
61697,BROMINE CHLORIDE (BrCl),115.36,0.0,2.0,1.8,2,0,0,0
17349,"2,4,5-T Butoxyethyl ester",355.6,44.8,304.0,4.7,21,0,4,10
17564,Butacarb,263.37,38.3,290.0,4.7,19,1,2,4
2272,Azobenzene,182.22,24.7,157.0,3.8,14,0,2,2
175854,"trans-2-Butene-1,4-diol",88.11,40.5,34.8,-0.8,6,2,2,2
67284,"1,2,4-Trimethoxybenzene",168.19,27.7,127.0,2.1,12,0,3,3
11814,"1-Chloro-2,6-dinitrobenzene",202.55,91.6,202.0,1.8,13,0,4,0
7849,1-Bromo-2-Chloroethane,143.41,0.0,10.0,1.6,4,0,0,1
11430,Potassium Carbonate,138.205,63.2,18.8,,6,0,3,0
23665759,Sodium chloroacetate,116.48,40.1,46.8,,6,0,2,1
6982,Chlorothymol,184.66,20.2,147.0,3.9,12,1,1,1
34313,Methfuroxam,229.27,42.2,273.0,3.0,17,1,2,2
29563,Benzoxonium Chloride,400.0,40.5,297.0,,27,2,3,17
9272,Thionazin,248.24,85.6,220.0,2.0,15,0,6,6
28127,Sodium hexafluorosilicate,188.055,0.0,62.7,,9,0,7,0
15643,Diamidafos,200.17,50.4,185.0,0.8,13,2,4,4
19079,2-(Octylthio)ethanol,190.35,45.5,76.2,3.6,12,1,2,9
517065,Dioctyl Sodium Sulfosuccinate,444.6,118.0,517.0,,29,0,7,20
5462310,Carbon,12.011,0.0,0.0,0.6,1,0,0,0
12961638,"Spiro[isobenzofuran-1(3H),9'-[9H]xanthen]-3-one, 3',6'-dihydroxy-2',4',5',7'-tetraiodo-, sodium salt (1:2)",879.9,81.7,645.0,,31,0,5,0
6595,Methacrylamide,85.1,43.1,85.5,0.1,6,1,1,1
3090,Dimetridazole,141.13,63.6,144.0,0.1,10,0,3,0
517111,Ammonium Carbonate,96.09,65.2,18.8,,6,2,3,0
33443,Secbumeton,225.29,72.0,192.0,3.2,16,2,6,6
8946,"2,2,4-Trimethyl-1,3-pentanediol",146.23,40.5,97.4,1.4,10,2,2,3
13232,Dimethoxane,174.19,44.8,168.0,1.1,12,0,4,2
6096946,Ammonium thiosulfate,148.21,106.0,82.6,,7,2,4,0
1488,"2,4-D-Methyl",235.06,35.5,198.0,3.1,14,0,3,4
62034,Dehydroabietylamine,285.5,26.0,376.0,5.4,21,1,1,2
8643,9-Aminoacridine hydrochloride,230.69,38.9,207.0,,16,2,2,0
77328,"3,3,4,4-Tetrachlorotetrahydrothiophene 1,1-dioxide",257.899,42.5,240.0,1.7,11,0,2,0
5282743,Hexadecenoic Acid,254.41,37.3,209.0,7.0,18,1,2,13
11969527,Copper oxychloride,213.57,3.0,0.0,,6,3,4,0
24087,Selenium disulfide,143.1,64.2,18.3,,3,0,2,0
6805,Chlorfenac,239.5,37.3,198.0,3.2,13,1,2,2
8360,"1,3-Dichloro-5,5-dimethylhydantoin",197.02,40.6,229.0,1.1,11,0,2,0
23681045,Sodium Trichloroacetate,185.36,40.1,87.8,,8,0,2,0
24648,Sulfuryl chloride,134.97,42.5,85.3,1.2,5,0,2,0
62581,Dioctyldimethylammonium chloride,306.0,0.0,157.0,,20,0,1,14
6888,Pyrolan,245.28,47.4,290.0,2.4,18,0,3,3
11534837,Tefluthrin,418.7,26.3,591.0,5.4,27,0,9,5
5364712,Myristoleyl alcohol,212.37,20.2,129.0,5.3,15,1,1,11
6093192,Calcium cyanide,92.11,47.6,10.0,,5,0,4,0
4964,2-Bromo-1-(4-hydroxyphenyl)ethanone,215.04,37.3,139.0,2.4,11,1,2,2
6660,2-Hydroxy-3-methyl-2-cyclopenten-1-one,112.13,37.3,156.0,0.3,8,1,2,0
62466,N-Methylol-alpha-chloroacetamide,123.54,49.3,66.0,-0.4,7,2,2,2
24738,Cyprazine,227.69,62.7,209.0,2.6,15,2,5,4
7161,"2,4,5-Trichlorophenoxyacetic acid butyl ester",311.6,35.5,263.0,4.9,18,0,3,7
62626,"8-Quinolinol, benzoate (1:1)",267.28,70.4,241.0,,20,2,4,1
72941442,Magnesium Silicate,100.39,3.0,0.0,,5,0,3,0
14129,4-(4-Nitrobenzyl)pyridine,214.22,58.7,226.0,2.7,16,0,3,2
6778,Diphenyl phthalate,318.3,52.6,381.0,4.5,24,0,4,6
8017,2-Hydrazinoethanol,76.1,58.3,17.1,-1.6,5,3,3,2
92299,Tebutam,233.35,20.3,246.0,3.4,17,0,1,4
17169,Chlorflurenol,260.67,57.5,359.0,2.6,18,2,3,1
9786,Triphenyltin fluoride,369.0,0.0,240.0,,20,0,1,3
62827,Dimethyloctadecyl(3-(trimethoxysilyl)propyl)ammonium chloride,496.3,27.7,367.0,,32,0,4,24
8331,Bulan,324.2,45.8,310.0,5.8,21,0,2,4
7051,Butylacetanilide,191.27,20.3,173.0,2.5,14,0,1,4
26065,Copper Arsenate,468.48,173.0,36.8,,13,0,8,0
121494065,Calcium polysulfide,200.4,77.9,7.5,,6,0,5,0
39681,Isoprothiolane,290.4,103.0,329.0,3.3,18,0,6,6
12654,Simeton,197.24,72.0,143.0,1.8,14,2,6,5
6434236,Kinoprene,276.4,26.3,379.0,6.0,20,0,2,10
26597,Fenazaflor,375.1,44.1,474.0,5.5,24,0,6,2
7798,Butyric anhydride,158.19,43.4,124.0,1.6,11,0,3,6
69985,Sodium 2-nitrophenolate,161.09,68.9,131.0,,11,0,3,0
11693711,Pyrasulfotole,362.33,91.9,694.0,2.0,24,1,8,3
28768,Parinol,330.2,33.1,327.0,4.0,22,1,2,3
1711973,S-Methoprene,310.5,35.5,378.0,5.5,22,0,3,11
8286,Phosphon,397.8,0.0,261.0,,23,0,1,11
65724,"Verbenone, (A+-)-",150.22,17.1,248.0,1.6,11,0,1,0
19100,Menthoglycol,172.26,40.5,154.0,2.2,12,2,2,1
7132,Lauryl Isoquinolinium Bromide,378.4,3.9,263.0,,23,0,1,11
441871,Scilliroside,620.7,192.0,1280.0,-0.4,44,6,12,6
62478,Bis(TRICHLOROMETHYL) SULFONE,300.8,42.5,205.0,3.5,11,0,2,0
9071,Zinc mercaptobenzothiazole,397.9,84.3,129.0,,21,0,6,0
15998,"2,4,5-T-2-ethylhexyl",367.7,35.5,328.0,6.8,22,0,3,10
3032540,Ammonium aluminum sulfate,237.15,178.0,62.2,,12,1,8,0
25130,Cupric arsenite,187.47,66.4,10.8,,5,1,3,0
92421,Trinexapac-ethyl,252.26,80.7,411.0,0.9,18,1,5,4
6872,Salicylanilide,213.23,49.3,236.0,3.3,16,2,2,2
18996,Piperalin,330.2,29.5,340.0,4.7,21,0,3,6
152031,Carbetamide,236.27,67.4,262.0,1.6,17,2,3,5
11380,Chlorazine,257.76,45.2,188.0,3.8,17,0,5,6
8297,Ethoate-methyl,243.3,105.0,204.0,1.1,13,1,5,6
31391,Zinc Phenolsulfonate,411.7,172.0,194.0,,23,2,8,0
5365748,"4-Tridecen-1-yl acetate, (4E)-",240.38,26.3,197.0,5.5,17,0,2,12
23677927,Lithium (perfluorooctane)sulfonate,506.1,65.6,733.0,,30,0,20,7
44318676,Endothal disodium salt,230.13,89.5,224.0,,15,0,5,0
14840,"2,4-D, propylene glycol butyl ether ester",335.2,44.8,301.0,4.7,21,0,4,10
36603,Ethylene bisthiuram monosulfide,176.3,98.3,188.0,0.8,9,0,4,0
2900,"4-(2-(3,5-Dimethyl-2-oxocyclohexyl)-2-hydroxyethyl)-2,6-piperidinedione",281.35,83.5,404.0,0.5,20,2,4,3
10563,Barium Carbonate,197.34,63.2,18.8,,5,0,3,0
13904,Desmetryn,213.31,88.0,166.0,2.7,14,2,6,4
2734819,Chlorthiamid,206.09,58.1,153.0,1.4,11,1,1,1
4690,Methazole,261.06,49.9,326.0,2.7,16,0,3,1
259,Bromide ion,79.9,0.0,0.0,1.0,1,0,1,0
13943,Triamiphos,294.29,80.3,359.0,1.8,20,1,6,4
2724048,MCPA-sodium,222.6,49.4,189.0,,14,0,3,3
13389335,Asulam-sodium,252.23,95.8,319.0,,16,1,6,3
6999,Mercufenol Chloride,329.15,20.2,89.1,,9,1,1,0
23662403,Sodium Dodecylbenzenesulfonate,348.5,65.6,365.0,,23,0,3,12
16682834,Tributyltin benzoate,411.2,26.3,276.0,,22,0,2,12
20949,2-Isopropoxyphenol,152.19,29.5,112.0,2.1,11,1,2,2
6837,Diphenylacetonitrile,193.24,23.8,207.0,3.2,15,0,1,2
10760,Butopyronoxyl,226.27,52.6,315.0,1.9,16,0,4,5
151080,1-Methylcyclopropene,54.09,0.0,51.1,1.0,4,0,0,0
10568,Tetraiodoethylene,531.64,0.0,55.6,4.1,6,0,0,0
54689800,Coumafuryl,298.29,76.7,495.0,1.8,22,1,5,4
24968,Hexasodium hexametaphosphate,611.77,296.0,513.0,,30,0,18,0
73668,Flurprimidol,312.29,55.2,351.0,3.3,22,1,7,4
3034380,Diafenthiuron,384.6,65.4,447.0,6.0,27,2,2,6
20812,6-Chloropicolinic acid,157.55,50.2,140.0,1.7,10,1,3,1
517058,Dalapon sodium,164.95,40.1,93.3,,8,0,2,1
23714,Chloramben-methyl,220.05,52.3,201.0,2.3,13,1,3,2
22882,Bithionolate Sodium,400.0,71.4,281.0,,21,0,3,2
13145,Cupric lactate,241.69,121.0,53.5,,13,2,6,0
2735101,Nicotine sulfate,422.5,115.0,228.0,,29,2,8,2
18621,Dimethyl 4-(methylthio)phenyl phosphate,248.24,70.1,220.0,2.0,15,0,5,5
3083714,Polymyxin,1107.3,511.0,2010.0,-8.0,78,19,19,23
16834,6-benzylamino-9-(2-tetrahydropyranyl)-9H-purine,309.4,64.9,376.0,2.6,23,1,5,4
536683,"1,3-Oxazolidine",73.09,21.3,30.1,-0.5,5,1,2,0
37419,Butamifos,332.36,108.0,391.0,4.7,21,1,6,7
61579,"2,3,5,6-Tetrachloro-4-(methylsulfonyl)pyridine",295.0,55.4,289.0,3.3,14,0,3,1
16811,Dicamba dimethylamine salt,266.12,58.6,201.0,,16,2,4,2
14300,4-Nitropyridine N-oxide,140.1,71.3,125.0,-0.6,10,0,3,0
61701,Potassium Tetrathionate,302.5,182.0,208.0,,12,0,8,1
73669,Tridiphane,320.4,12.5,256.0,4.7,16,0,1,2
243725,Dihydrorotenone,396.4,63.2,622.0,4.2,29,0,6,3
15951,Trietazine,229.71,53.9,176.0,3.3,15,1,5,5
23712,Sebuthylazine,229.71,62.7,180.0,3.1,15,2,5,5
51574,Chlozolinate,332.13,72.9,461.0,2.7,21,0,5,4
62657,"Potassium Phosphate, Tribasic",212.266,86.3,36.8,,8,0,4,0
16773,Phenkapton,377.3,101.0,300.0,6.0,19,0,5,8
4347343,Chloramine B,213.62,43.5,208.0,,12,0,3,1
159909,Urea sulfate,158.14,152.0,110.0,,9,4,5,0
21805,Fospirate,306.5,57.7,274.0,2.6,16,0,5,4
54678494,3-Acetyl-4-hydroxy-6-methyl-2H-pyran-2-one,168.15,63.6,309.0,1.0,12,1,4,1
145326,Sodium metaborate,65.8,40.1,13.5,,4,0,2,0
6017,"10,10'-Oxybisphenoxarsine",502.2,27.7,482.0,,29,0,3,2
6451222,Zinc arsenate,474.0,173.0,36.8,,13,0,8,0
62422,Paraquat dimetilsulfate,408.5,157.0,236.0,,26,0,8,1
6542,Amiton,269.34,64.099,202.0,1.7,16,0,5,10
62067,Mefluidide-diolamine,415.4,136.0,487.0,,27,5,10,7
24542,Potassium mercuric iodide,786.41,0.0,19.1,,7,0,1,0
14451,Methylmercury hydroxide,232.63,1.0,2.0,,3,1,1,0
20906,Fluorophene,439.02,49.3,408.0,5.2,22,2,5,2
76970240,Endothal dipotassium salt,262.34,89.5,224.0,,15,0,5,0
62817,Neodecanoic acid,172.26,37.3,152.0,3.2,12,1,2,5
26989,4-Methyl-3-heptanol,130.229,20.2,61.6,2.7,9,1,1,4
37523,Tiocarbazil,279.4,45.6,253.0,4.4,19,0,2,7
6328269,Fosetyl-al,351.08,130.0,71.3,,19,0,9,3
14829,Copper oxide,79.55,17.1,2.0,,2,0,1,0
31398,Chlorosuccinimide,133.53,37.4,129.0,-0.2,8,0,2,0
6740,2-Chloro-6-nitrotoluene,171.58,45.8,157.0,3.1,11,0,2,0
17112,Glyphosine,263.08,156.0,293.0,-5.9,15,5,9,6
29863,Metoxuron,228.67,41.6,223.0,1.6,15,1,2,2
15046,2-Phenylcyclohexanol,176.25,20.2,149.0,2.7,13,1,1,1
11145,Neburon,275.17,32.299,251.0,3.8,17,1,1,4
2735067,Sodium Laurate,222.3,40.1,138.0,,15,0,2,10
16120,Tributyltin fluoride,309.05,0.0,104.0,,14,0,1,9
61080,8-Hydroxyquinoline citrate,337.28,165.0,365.0,,24,5,9,5
62651,3-Chloro-4-methylaniline hydrochloride,178.06,26.0,94.9,,10,2,1,0
11195,Zinc formate,155.4,80.3,7.5,,7,0,4,0
28699,Formparanate,235.28,53.9,279.0,1.8,17,1,3,4
8799,Monuron TCA,362.0,69.6,260.0,,20,2,3,1
5364711,"11-Hexadecenyl acetate, (11Z)-",282.5,26.3,234.0,6.9,20,0,2,15
23665767,Lithium hypochlorite,58.4,23.1,4.8,,3,0,1,0
21350,Piprotal,456.6,73.8,403.0,3.3,32,0,8,21
23685289,Pyrithione Sodium,149.15,58.4,166.0,,9,0,2,0
23690431,Disul-sodium,309.1,84.0,308.0,,17,0,5,5
23690427,Naptalam sodium,313.3,69.2,428.0,,23,1,3,3
28116,Zinc hexafluorosilicate,207.5,0.0,62.7,,8,0,7,0
26004,Ammonium nitrite,64.044,53.5,7.5,,4,1,3,0
21207,Ditalimfos,299.28,87.9,394.0,3.5,19,0,5,5
6480,"2-Methyl-2-nitro-1,3-propanediol",135.12,86.3,104.0,-1.1,9,2,4,2
19587,Buturon,236.7,32.299,289.0,3.0,16,1,1,2
14839,5-Bromo-N-(4-bromophenyl)-2-hydroxybenzamide,371.02,49.3,293.0,4.7,18,2,2,2
22659,Lapyrium Chloride,399.0,59.3,368.0,,27,1,4,16
169202,Grandisol,154.25,20.2,162.0,2.9,11,1,1,3
16682947,Bis(tripropyltin) oxide,511.9,9.2,185.0,,21,0,1,14
7223,2-Heptadecyl-2-imidazoline-1-ethanol,352.6,35.8,317.0,7.1,25,1,2,18
6433251,Mercury oleate,763.5,80.3,228.0,,41,0,4,28
9555555,Tirpate,234.3,101.0,247.0,1.8,14,1,5,3
31573,Dimethametryn,255.39,88.0,214.0,3.9,17,2,6,6
219061,Sodium hydrogen difluoride,61.994,0.0,2.0,,3,1,2,0
23669621,Sulcofuron-sodium,544.2,116.0,731.0,,32,2,5,5
168836,Nordihydrocapsaicin,293.4,58.6,294.0,3.9,21,2,3,9
24964,Calcium Thiosulfate,152.2,104.0,82.6,,6,0,4,0
15148,Naftalofos,349.27,82.1,513.0,2.4,24,0,6,6
91596,Ethidimuron,264.3,129.0,353.0,-0.2,16,1,6,3
9836,Fluorbenside,252.73,25.3,196.0,4.7,16,0,2,3
25100,Trihydroxystearin,939.5,140.0,983.0,19.5,66,3,9,56
10415276,"Dodecyl sulfate, magnesium salt",555.1,150.0,230.0,,35,0,8,22
24940,Copper(II) pyrophosphate,241.52,124.0,147.0,,10,4,7,2
24345,Iodic acid,175.911,54.4,46.2,-0.3,4,1,3,0
13305,"2,4-Bis((3-methoxypropyl)amino)-6-(methylthio)-s-triazine",301.41,106.0,218.0,2.2,20,2,8,11
13879901,Zinc naphthenate,407.7,80.3,195.0,,27,0,4,0
91481,Fentin,350.0,0.0,202.0,,19,0,0,3
5354393,Vinylene bisthiocyanate,142.2,98.2,147.0,1.6,8,0,4,2
14777,Calcium;dihydroxide,74.09,2.0,2.8,,3,2,2,0
61594,Dowicide 9,196.67,20.2,165.0,4.2,13,1,1,1
61649,Dodecylguanidine hydrochloride,263.85,64.4,163.0,,17,3,1,11
21419,"2-Hydroxy-3,5-dichlorobiphenyl",239.09,20.2,204.0,4.4,15,1,1,1
60971,"Morpholinium, 4-ethyl-4-hexadecyl-, ethyl sulfate (1:1)",465.7,84.0,364.0,,31,0,5,17
3034351,Benazolin-ethyl,271.72,71.9,326.0,2.8,17,0,4,4
135424353,Dimethirimol,209.29,44.7,316.0,1.5,15,1,2,4
3034319,Methiuron,194.3,47.4,180.0,2.3,13,1,1,1
19232,Chlorflurazole,255.02,28.7,249.0,3.6,15,1,4,0
10780,"2,4-D-ethyl",249.09,35.5,211.0,3.5,15,0,3,5
17334,Chlorflurenol methyl,274.7,46.5,372.0,3.0,19,1,3,2
22833295,Strychnine sulfate,766.9,149.0,771.0,,55,2,10,0
23662387,Potassium dimethyldithiocarbamate,159.32,36.3,64.0,,7,0,2,0
66829,1-Piperazinecarbodithioic acid,162.3,48.4,110.0,0.3,9,2,3,0
135495951,Glyoxime,88.07,65.2,57.9,0.1,6,2,4,1
15580,"2,4-D-isobutyl",277.14,35.5,246.0,4.5,17,0,3,6
62253,Disiquonium Chloride,510.3,27.7,363.0,,33,0,4,25
11827,4-Chloro-2-phenylphenol,204.65,20.2,177.0,4.2,14,1,1,1
16683023,Phenylmercuric lactate,366.77,46.5,166.0,,13,1,3,4
12313523,Noruron,222.33,32.299,302.0,2.3,16,1,1,1
